item_no,colour,gender_description,brand,product_group,min_age,max_age
-2811055132152462302,green,unisex,stoy,ride ons and walkers,1.0,6.0
3121534288996911685,gold,unisex,done by deer,tableware,0.125,6.0
4252518149228080522,black,girls,mayoral,bottoms,1.0,9.0
-3882747207250485818,red,unisex,gullkorn design,bottoms,0.625,10.0
-6185464956603232339,green,boys,karl lagerfeld kids,coats and jackets,3.0,14.0
891454332148945089,red,girls,molo,skirts,4.0,14.0
-859583432775361816,white,unisex,frugi,clothing sets,0.125,0.875
-1812541040212704747,cream,unisex,little jalo,boots,0.125,0.875
6419614347433511690,green,boys,molo,jumpers and knitwear,1.0,14.0
5338400809252936593,green,boys,småfolk,all in ones,0.125,2.0
1696441262649753837,pink,girls,calvin klein,sandals,4.0,14.0
-3395258833289847673,green,unisex,reima,coats and jackets,3.0,14.0
-7121493756134698398,multi color,unisex,bugaboo,stroller accessories,,
2472556153317360175,multi color,unisex,garbo&friends,bedding,,
7254796794644698461,white,unisex,sophie the giraffe,all in ones,0.125,0.625
2258986940125350364,red,unisex,brio,vehicles,2.0,6.0
-7532151310329493543,beige,unisex,liilu,jumpers and knitwear,1.0,10.0
1941510920619403509,black,boys,boss,belts,3.0,14.0
5439757088909274906,navy,boys,ralph lauren,trainers,0.875,5.0
1273156681685414755,blue,unisex,kuling,coveralls,0.625,8.0
3303774705821552315,black,boys,molo,jumpers and knitwear,3.0,14.0
5482903337160172236,green,unisex,buddy & hope,changing and travel bags,,
4830376855825969220,white,unisex,reima,jumpers and knitwear,3.0,14.0
8634841027180771264,yellow,girls,les coyotes de paris,skirts,7.0,14.0
889226304145542847,grey,unisex,maxi-cosi,car seat accessories,,
7213952400305790235,blue,unisex,jellycat,soft toys,0.125,4.0
-6659466526571715778,white,unisex,watt & veke,lighting,,
-4292982090416151635,pink,girls,the marc jacobs,dresses,1.0,14.0
-3769253891178583852,white,unisex,adidas,jumpers and knitwear,6.0,14.0
-5038747813491211071,cream,girls,little creative factory,dresses,1.0,14.0
-532324110713295698,white,boys,ikks,tops,2.0,14.0
-241942132737229109,orange,girls,hummel,dresses,,
5853191267763714230,brown,girls,petite olivia,hair accessories,,
7984479579675930454,multi color,unisex,djeco,dolls and doll houses,,
6113549372505208192,black,boys,puma,trainers,4.0,10.0
1663458231621849014,black,girls,molo,dresses,1.0,12.0
-5303192431960088632,white,unisex,hape,role play,1.0,4.0
796773657943788629,black,unisex,bugaboo,stroller parts and customisati,,
2318653644840783405,yellow,unisex,egmont kärnan,puzzles,0.875,6.0
4510419570705436909,yellow,girls,molo,jumpers and knitwear,0.125,4.0
-2648606634547567837,yellow,girls,louise misha,dresses,0.875,8.0
8774094541331220838,grey,girls,nike,trainers,0.875,5.0
5945242689236433220,red,unisex,britax,car seats,,
-6820587367563202597,red,girls,sproet and sprout,all in ones,0.375,8.0
5691371422817489856,black,unisex,the animals observatory,jumpers and knitwear,1.0,14.0
-879774263351453036,pink,unisex,kuling,coats and jackets,0.875,10.0
-1881190200270660159,navy,girls,hatley,nightwear,1.0,8.0
-3955442555177635830,silver,girls,ancient greek sandals,sandals,2.0,8.0
-3540916488765002646,cream,unisex,tartine et chocolat,soft toys,,
-6132092423104970411,blue,unisex,the campamento,jumpers and knitwear,1.0,12.0
-2476583728681889933,brown,unisex,wheat,bottoms,0.125,2.0
4003189653750499007,blue,unisex,nuna,car seats,,
-4015897872946266226,white,boys,dolce & gabbana,dresses,0.625,2.0
8496656067353502458,white,girls,salto,special occasions,1.0,8.0
8305331626237226686,beige,unisex,petit bateau,bedding,0.125,0.625
-7163442529054077517,navy,boys,ralph lauren,tops,1.0,14.0
9097334292585353709,orange,unisex,celavi,tops,1.0,10.0
-386374784073779178,black,boys,diesel,coats and jackets,3.0,14.0
7228743334191425931,blue,boys,molo,coats and jackets,3.0,12.0
-5774757210035668490,black,boys,geox,trainers,2.0,10.0
-8291823587107872254,yellow,unisex,molo,jumpers and knitwear,0.375,4.0
-4789031840594353994,blue,girls,bonpoint,skirts,3.0,14.0
7979325437913973748,blue,boys,jacadi,jumpers and knitwear,2.0,14.0
4318012278843751113,navy,boys,mayoral,belts,1.0,14.0
-8441744424359589444,blue,girls,louise misha,dresses,0.875,8.0
-5767731241395889679,blue,girls,tinycottons,tops,1.0,14.0
2106290712735664206,red,unisex,le toy van,vehicles,2.0,8.0
-4245542464608625070,green,unisex,apple park,first toys and baby toys,0.125,0.875
4209622316443592487,navy,unisex,reima,headwear,0.625,11.0
4627768588406056307,red,girls,dolce & gabbana,coats and jackets,5.0,14.0
-9027758669681693682,navy,unisex,tommy hilfiger,boots,2.0,14.0
-2652447471508288432,pink,girls,bisgaard,slippers,0.625,5.0
3039917390330779607,brown,girls,liilu,bottoms,1.0,10.0
3661555043307589324,blue,unisex,liewood,baby feeding,,
8145625065997523294,cream,boys,ralph lauren,jumpers and knitwear,1.0,7.0
-8872872248444204846,pink,girls,ikks,dresses,0.375,3.0
-8998858887281724972,blue,boys,jacadi,bottoms,0.375,3.0
5176948666050073696,white,girls,puma,trainers,9.0,14.0
-514967507878679852,blue,unisex,bobo choses,jumpers and knitwear,1.0,11.0
4116318801983599856,green,unisex,kuling,swimwear and coverups,0.625,8.0
-221027520582918595,grey,unisex,britax,stroller accessories,,
6146719654845988891,black,unisex,stella mccartney kids,bottoms,1.0,14.0
1730646464600468174,pink,girls,ralph lauren,headwear,,
2314108861788295520,white,girls,les coyotes de paris,jumpers and knitwear,7.0,14.0
-2755139359945735171,grey,unisex,nike,bottoms,5.0,14.0
1400476644090988885,black,girls,diesel,coats and jackets,5.0,14.0
7495924507680317812,blue,unisex,elodie,baby feeding,,
-6064622164268927345,red,boys,converse,trainers,0.375,1.0
-8862006720648585093,black,girls,sonia rykiel,clothing sets,0.125,2.0
170348604527295773,pink,girls,scotch & soda,coats and jackets,5.0,14.0
6615746096201977528,pink,unisex,stoy,dolls and doll houses,2.0,6.0
5440219267166768976,red,unisex,didriksons,swimwear and coverups,0.875,10.0
-5698441731970442489,white,girls,kenzo,dresses,1.0,14.0
4401613149977716204,pink,unisex,tullsa,baby safety,,
-8136185846041639635,purple,girls,nike,clothing sets,1.0,7.0
5381809544505250067,pink,girls,mayoral,clothing sets,7.0,14.0
-4268487936262549503,black,girls,msgm,dresses,3.0,14.0
3385434592893494245,navy,girls,bonpoint,bottoms,3.0,14.0
9029437264000745507,pink,unisex,bonpoint,bottoms,0.375,3.0
2577053779498988999,red,boys,ralph lauren,tops,1.0,7.0
524412922022100016,grey,unisex,nuna,bouncers and swings,,
-5642560709797831905,pink,unisex,hype,bags,,
-690475442719332004,pink,girls,ralph lauren,dresses,0.375,2.0
-2931041672708291247,black,unisex,caroline bosmans,belts,4.0,10.0
4017799040677499542,grey,unisex,joha,headwear,0.125,4.0
3023533157088840648,pink,girls,hatley,dresses,1.0,10.0
-6303156075717624734,white,girls,karl lagerfeld kids,jumpers and knitwear,3.0,14.0
5851400246252078064,pink,girls,play up,bottoms,0.375,3.0
3307999062190942059,orange,unisex,bamse,puzzles,2.0,6.0
1131774639430446170,silver,girls,mini melissa,shoes,0.625,6.0
-6502392883174633819,pink,girls,melissa odabash,swimwear and coverups,5.0,14.0
-6593154207293078009,cream,girls,creamie,bottoms,3.0,12.0
-2748455078751103687,beige,unisex,gullkorn design,bottoms,4.0,10.0
3577772908011712624,blue,boys,ralph lauren,tops,1.0,14.0
7085269580277799867,red,boys,molo,tops,4.0,14.0
5283615271902198425,white,girls,ralph lauren,tops,1.0,14.0
-3222688073287708626,pink,unisex,le toy van,role play,2.0,6.0
-3318200109010271202,grey,unisex,kavat,boots,0.875,11.0
4761603847814921117,blue,girls,wheat,tops,0.875,10.0
6455039689046255225,black,boys,versace,trainers,5.0,14.0
-5767681007052086022,blue,unisex,britax,car seats,,
3674116010940201738,black,boys,molo,underwear,1.0,14.0
4460626720206790919,blue,unisex,bbhugme,breast feeding,,
1628812669815378499,white,girls,jacadi,nightwear,1.0,14.0
-6289603910924275538,pink,unisex,reima,headwear,0.125,0.125
8011790865114214902,white,girls,tartine et chocolat,dresses,0.375,3.0
-4770201475695034964,white,unisex,jox,lighting,,
-6653648454929337260,pink,girls,ralph lauren,swimwear and coverups,1.0,8.0
2533205482244898388,white,unisex,nike,trainers,3.0,8.0
-2845233440950161839,black,girls,burberry,coats and jackets,2.0,14.0
-2313924764748582908,blue,girls,gullkorn design,baselayers,0.625,10.0
-8492690515615933975,red,boys,ralph lauren,tops,9.0,14.0
474944581872835759,pink,boys,ikks,shorts,3.0,14.0
-8377249706899539896,grey,boys,retour,bottoms,5.0,14.0
4661748157474517982,blue,unisex,hust&claire,nightwear,1.0,6.0
-3107340386947439465,blue,boys,molo,bottoms,3.0,14.0
-2776040353999168217,cream,unisex,bright starts,first toys and baby toys,0.125,6.0
6024401842793887546,white,unisex,adidas,trainers,4.0,14.0
2554597153402997100,cream,girls,marmar copenhagen,underwear,0.375,3.0
6849165942558394886,navy,boys,gap,bottoms,3.0,14.0
-8110359267801468461,pink,girls,molo,shorts,4.0,14.0
-4108826516488424678,blue,unisex,burberry,all in ones,0.125,2.0
-1624639743592576472,blue,boys,il gufo,coats and jackets,0.125,12.0
8939250166309581388,black,unisex,wheat,boots,1.0,7.0
-4312893633538210788,blue,unisex,frugi,tops,0.125,5.0
7539466552408459989,brown,unisex,elodie,textile,,
7203029378091796719,blue,girls,soft gallery,dresses,0.625,2.0
2636839995534103358,navy,girls,moncler,coats and jackets,0.375,3.0
5488877887843449617,brown,unisex,molo,all in ones,0.125,2.0
-6280477693014092815,beige,unisex,uppababy,strollers,,
-2657267362985228225,orange,girls,joha,nightwear,1.0,10.0
-6629241137395370776,red,boys,adidas,trainers,8.0,14.0
-4957147797303325842,navy,girls,monnalisa,dresses,3.0,14.0
-6631254618579275008,grey,boys,moncler,jumpers and knitwear,0.125,3.0
6985790722813679771,yellow,girls,bonpoint,tops,3.0,14.0
5318271346906447500,black,unisex,molo,bottoms,4.0,14.0
9149588089436097533,grey,boys,lacoste,bottoms,3.0,14.0
6511447552279228799,black,girls,petite olivia,hair accessories,,
2305790428539615071,blue,unisex,le toy van,role play,2.0,6.0
-7633140274638431847,blue,girls,chloé,coats and jackets,2.0,14.0
-6499447401300388581,green,unisex,filibabba,baby feeding,,
-1119647395438476782,blue,unisex,dockatot,bedding,,
5531173804513072976,black,unisex,reima,gloves and mittens,0.875,10.0
1063811536507922733,grey,unisex,oii,jumpers and knitwear,1.0,12.0
3728171944155549825,blue,boys,tommy hilfiger,shorts,1.0,12.0
-3591246359666510763,pink,girls,stella mccartney kids,tops,1.0,14.0
-5433680052384372516,brown,unisex,molo,slippers,2.0,11.0
-5706564935661665953,grey,unisex,reima,headwear,0.125,4.0
-9062739133262276806,yellow,girls,marques almeida,jumpers and knitwear,1.0,10.0
-2729151010695847693,pink,girls,monnalisa,eyewear,,
408008584042795730,black,unisex,babybjörn,bouncers and swings,,
-665099790126199262,red,unisex,a happy brand,all in ones,0.125,2.0
-974051955640437331,navy,boys,jacadi,coats and jackets,0.125,2.0
-7555909259026137179,green,unisex,celavi,boots,1.0,8.0
161213792474542803,pink,unisex,lelin,role play,2.0,10.0
2469097602631940099,pink,girls,dkny,tops,3.0,14.0
-3493542254973136273,pink,girls,lacoste,tops,1.0,12.0
-5361697769859715142,purple,unisex,wheat,coveralls,0.125,0.875
-9171347988919543758,grey,unisex,fila,headwear,,
-1102836983448305059,blue,unisex,le toy van,role play,2.0,6.0
-8833281190589542394,blue,unisex,mini a ture,coats and jackets,0.875,6.0
5645626228394246300,white,girls,maed for mini,tops,1.0,10.0
-3657763092731187434,brown,unisex,kavat,boots,1.0,10.0
-1866479032553626117,beige,unisex,mainio,jumpers and knitwear,1.0,10.0
3565909591509508915,blue,unisex,liewood,bedding,,
6697842622205935282,blue,girls,sproet and sprout,dresses,0.875,12.0
8778001784154186959,white,unisex,redbox,role play,2.0,10.0
-3408053908143802737,pink,unisex,reima,boots,0.875,11.0
7629585570689551051,pink,unisex,lindberg,coats and jackets,2.0,14.0
5164753073784514072,unknown,unisex,nadadelazos,coats and jackets,0.875,8.0
-4824710126668652123,grey,unisex,oii,jumpers and knitwear,1.0,12.0
8411482388884211174,white,boys,jacadi,trainers,3.0,11.0
5414805641230090460,pink,girls,kavat,sandals,2.0,8.0
7070921837797813433,green,unisex,liewood,scarves,,
9130637771563168609,black,boys,calvin klein jeans,coats and jackets,3.0,14.0
5122268975711799833,black,girls,hunter,boots,0.875,8.0
6758734451297859923,pink,girls,chloé,dresses,1.0,3.0
1606912787424660414,black,unisex,britax,strollers,,
-1329096672465811457,navy,girls,ciao charlie,hair accessories,,
-6432427909883069213,grey,girls,frugi,sleepwear,-1.0,-1.0
7061867071972193738,gold,girls,chloé,trainers,4.0,12.0
2717076347920830381,blue,unisex,pepe jeans,coats and jackets,5.0,14.0
-4246303729225673570,navy,unisex,tommy hilfiger,clothing sets,0.125,2.0
-2366837404869845310,grey,girls,jacadi,jumpers and knitwear,0.375,3.0
3328314185498255607,beige,unisex,lundby,dolls and doll houses,2.0,10.0
-7478608322186558040,blue,unisex,babybjörn,baby feeding,,
-1370066842073785437,brown,girls,liewood,sandals,0.875,4.0
-8970494390180192786,navy,girls,bellerose,dresses,3.0,14.0
4254601951495949241,navy,girls,frugi,coats and jackets,0.875,10.0
4555129434178225646,orange,unisex,helly hansen,fleeces and midlayers,7.0,14.0
-1119011290043247773,navy,boys,boss,tops,0.875,3.0
-1550344867806015252,white,girls,bonpoint,tops,3.0,14.0
7200805621721164753,black,girls,how to kiss a frog,skirts,1.0,14.0
187478307910896848,brown,unisex,mainio,all in ones,0.625,6.0
-5936117238987913006,cream,girls,moncler,clothing sets,0.625,3.0
-4258321008271935984,grey,girls,guess,jumpers and knitwear,1.0,6.0
-6614633853225483047,yellow,boys,the marc jacobs,jumpers and knitwear,3.0,14.0
5332278588085219437,blue,boys,mayoral,tops,0.375,3.0
948137983538630186,blue,boys,hatley,umbrellas,,
-7796372504911415097,navy,boys,lanvin,coats and jackets,5.0,14.0
6122525528402541360,black,girls,msgm,jumpers and knitwear,3.0,14.0
8131614879803068030,white,unisex,ellesse,tops,2.0,14.0
1571196513496637076,pink,girls,il gufo,jumpers and knitwear,0.125,3.0
-8113819651849384324,orange,unisex,blafre,lunch boxes and containers,,
-5263185447250731723,blue,girls,kenzo,bottoms,2.0,14.0
3775737008405035910,white,boys,timberland,tops,0.375,4.0
194086269828416037,grey,unisex,molo,bags,,
6910119807866071675,pink,unisex,småfolk,bedding,,
1531608545419866082,pink,unisex,moncler,tops,3.0,14.0
208924653926208234,blue,boys,jacadi,headwear,2.0,12.0
2346217018670289051,grey,unisex,skip hop,baby changing,,
-5519166472428092805,pink,unisex,reima,swimwear and coverups,0.125,3.0
214795435181591547,yellow,unisex,moulin roty,first toys and baby toys,0.125,2.0
-2097550788408043892,grey,unisex,gobabygo,underwear,0.375,3.0
1098593984675610101,beige,girls,bonpoint,coats and jackets,5.0,14.0
-358988192251847136,blue,boys,moncler,swimwear and coverups,3.0,14.0
7107554866021890506,blue,unisex,barncancerfonden,jewellery and watches,,
-5795040481413817441,purple,boys,bo(y)smans,tops,3.0,14.0
-2723954174966518418,blue,boys,calvin klein jeans,shorts,5.0,14.0
-1385861309886231425,green,boys,enfant,jumpers and knitwear,1.0,8.0
-7869780486514263018,grey,girls,chloé,jumpers and knitwear,1.0,14.0
-5974384771030268817,pink,girls,collégien,underwear,0.875,14.0
2091650146340254558,green,girls,bonpoint,skirts,3.0,14.0
4756724880102218315,purple,girls,gullkorn design,coats and jackets,1.0,10.0
-2506043583339091519,white,girls,monnalisa,headwear,2.0,14.0
3839050930253651600,black,unisex,babymocs,sandals,0.875,7.0
3366708069986788944,black,boys,nike,headwear,,
2844709753667713022,black,unisex,cybex,stroller parts and customisati,,
-1170431932576729912,pink,girls,vans,tops,,
972529155340843165,silver,girls,mini melissa,sandals,0.625,5.0
554549229258573714,purple,girls,les coyotes de paris,skirts,7.0,14.0
-1281267252085837976,green,boys,timberland,bottoms,3.0,14.0
-99286878890968278,blue,girls,petit bateau,all in ones,0.125,2.0
5889458717618702766,pink,unisex,liewood,headwear,0.125,0.125
7670253292631565468,grey,unisex,bonpoint,jumpers and knitwear,0.125,3.0
-5427110962143571061,green,unisex,filibabba,baby feeding,,
-8836412739239327657,white,boys,boss,tops,3.0,14.0
4787752221276970708,red,girls,paade mode,dresses,3.0,12.0
2425593730976146191,brown,unisex,lillelam,jumpers and knitwear,0.375,6.0
-681271366374781245,red,unisex,lindberg,coveralls,1.0,10.0
-4174737751500531986,blue,girls,molo,shorts,3.0,14.0
3360436691403531988,navy,unisex,pom dapi,boots,0.375,3.0
483930088905469266,white,girls,kenzo,clothing sets,0.375,2.0
5044785665873101629,brown,unisex,teddykompaniet,soft toys,0.125,6.0
-6221767252559402335,navy,boys,ralph lauren,clothing sets,0.375,2.0
8410764993967681670,black,unisex,viking,trainers,4.0,10.0
8006203414650672767,white,unisex,absorba,jumpers and knitwear,0.125,4.0
6476865542365327803,grey,boys,levis kids,jumpers and knitwear,1.0,14.0
3736790945970357978,beige,boys,molo,scarves,,
-644351959517055205,brown,unisex,småfolk,all in ones,0.125,3.0
-7471792761396872714,cream,unisex,cam cam,dolls and doll houses,,
-4921210265414386301,pink,girls,stella mccartney kids,clothing sets,0.125,0.875
-3605486808078382251,blue,girls,mayoral,all in ones,7.0,14.0
6511475539305898380,green,unisex,rice a/s,tableware,,
-815608450570356233,cream,unisex,biobuddi,building blocks and constructi,1.0,4.0
-5000430802382213339,grey,unisex,plus-plus,building blocks and constructi,4.0,10.0
6392158893603223728,cream,girls,play up,tops,0.125,3.0
-5862377625262616982,cream,unisex,mini rodini,coats and jackets,0.875,7.0
-7533773207834232941,blue,unisex,tommy hilfiger,jumpers and knitwear,14.0,14.0
-2167045507315923107,blue,boys,adidas,headwear,,
5304335323132797772,cream,unisex,rätt start,first toys and baby toys,,
-3350123734510953978,blue,unisex,timberland,headwear,11.0,14.0
-7725801077102729398,white,unisex,absorba,textile,,
1657772630677850870,red,girls,mimi & lula,hair accessories,,
-4003598540708397027,pink,girls,the marc jacobs,tops,1.0,14.0
1618197028039303330,navy,boys,hype,tops,2.0,14.0
4126695000762282703,navy,boys,kenzo,bottoms,1.0,14.0
4351404373969503691,white,unisex,marmar copenhagen,bottoms,0.125,2.0
